ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CU
Cogui-13_stone-1,,Cogui,13_stone,'hagi,'hagi,'h/h a g i,,constenla2005,1057,,^ 'h a g i $,Cogui,c
Arhuaco-13_stone-1,,Arhuaco,13_stone,'aʔnɨ,'aʔnɨ,'a/a ʔ n ɨ,,constenla2005,1057,,^ 'a ʔ n ɨ $,Arhuaco,c
Malayo-13_stone-1,,Malayo,13_stone,ɨgina,ɨgina,ɨ g i n a,,constenla2005,1057,,^ ɨ g i n a $,Malayo,c
Chimila-13_stone-1,,Chimila,13_stone,kɾe:kakwi,kɾe:kakwi,k ɾ eː k a k w i,,constenla2005,1058,,^ k ɾ e: k a k w i $,Chimila,
Chibcha-13_stone-1,,Chibcha,13_stone,hɨka,hɨka,h ɨ k a,,constenla2005,1057,,^ h ɨ k a $,Chibcha,c
CentralTunebo-13_stone-1,,CentralTunebo,13_stone,a'ka,a'ka,'a/a k a,,constenla2005,1057,,^ a' k a $,CentralTunebo,c
Bari-13_stone-1,,Bari,13_stone,ã:,ã:,ãː,,constenla2005,1057,,^ ã: $,Bari,c
LencaSalvador-109_leg-1,,LencaSalvador,109_leg,pos,pos,p o s,,constenla2005,1059,,^ p o s $,LencaSalvador,a
LencaHonduras-109_leg-1,,LencaHonduras,109_leg,kila,kila,k i l a,,constenla2005,1060,,^ k i l a $,LencaHonduras,
Cacaopera-109_leg-1,,Cacaopera,109_leg,sulm,sulm,s u l m,,constenla2005,1061,,^ s u l m $,Cacaopera,
Mayangna-109_leg-1,,Mayangna,109_leg,barahmak,barahmak,b a r a h m a k,,constenla2005,1062,,^ b a r a h m a k $,Mayangna,b
Ulwa-109_leg-1,,Ulwa,109_leg,kalba,kalba,k a l b a,,constenla2005,1063,,^ k a l b a $,Ulwa,
Miskito-109_leg-1,,Miskito,109_leg,kuhma,kuhma,k u h m a,,constenla2005,1064,,^ k u h m a $,Miskito,
Pech-109_leg-1,,Pech,109_leg,kapù:k,kapù:k,k a p ùː/uː k,,constenla2005,1065,,^ k a p ù: k $,Pech,
Rama-109_leg-1,,Rama,109_leg,tukwa,tukwa,t u k w a,,constenla2005,1066,,^ t u k w a $,Rama,c
MalekuJaika-109_leg-1,,MalekuJaika,109_leg,ɬo:ki ko:ɾa,ɬo:ki ko:ɾa,ɬ oː k i + k oː ɾ a,,constenla2005,1067,,^ ɬ o: k i + k o: ɾ a $,MalekuJaika,
Boruca-109_leg-1,,Boruca,109_leg,bùsíx,bùsíx,b ù/u s í/i x,,constenla2005,1059,,^ b ù s í x $,Boruca,a
Bribri-109_leg-1,,Bribri,109_leg,kaɺʊ́ kitʃà,kaɺʊ́ kitʃà,k a ɺ ʊ́/ʊ + k i tʃ à/a,,constenla2005,1068,,^ k a ɺ ʊ́ + k i tʃ à $,Bribri,ch
Cabecar-109_leg-1,,Cabecar,109_leg,kaɺʊ́ kitʃà,kaɺʊ́ kitʃà,k a ɺ ʊ́/ʊ + k i tʃ à/a,,constenla2005,1068,,^ k a ɺ ʊ́ + k i tʃ à $,Cabecar,ch
Teribe-109_leg-1,,Teribe,109_leg,kuóɾbò,kuóɾbò,k u ó/o ɾ b ò/o,,constenla2005,1069,,^ k u ó ɾ b ò $,Teribe,
Ngabere-109_leg-1,,Ngabere,109_leg,ŋɯɾe,ŋɯɾe,ŋ ɯ ɾ e,,constenla2005,1070,,^ ŋ ɯ ɾ e $,Ngabere,
Buglere-109_leg-1,,Buglere,109_leg,seɾagda,seɾagda,s e ɾ a g d a,,constenla2005,1071,,^ s e ɾ a g d a $,Buglere,d
Dorasque-109_leg-1,,Dorasque,109_leg,séɾgala,séɾgala,s é/e ɾ g a l a,,constenla2005,1071,,^ s é ɾ g a l a $,Dorasque,d
SanBlasKuna-109_leg-1,,SanBlasKuna,109_leg,naimali,naimali,n a i m a l i,,constenla2005,1072,,^ n a i m a l i $,SanBlasKuna,
Cogui-109_leg-1,,Cogui,109_leg,kala,kala,k a l a,,constenla2005,1062,,^ k a l a $,Cogui,b
Arhuaco-109_leg-1,,Arhuaco,109_leg,kánë,kánë,k á/a n ë,,constenla2005,1062,,^ k á n ë $,Arhuaco,b
Malayo-109_leg-1,,Malayo,109_leg,kɨna,kɨna,k ɨ n a,,constenla2005,1062,,^ k ɨ n a $,Malayo,b
Chimila-109_leg-1,,Chimila,109_leg,dukkwa,dukkwa,d u k w a,,constenla2005,1066,,^ d u kk w a $,Chimila,c
Chibcha-109_leg-1,,Chibcha,109_leg,ɣoka,ɣoka,ɣ o k a,,constenla2005,1073,,^ ɣ o k a $,Chibcha,
CentralTunebo-109_leg-1,,CentralTunebo,109_leg,kus'kaɾa,kus'kaɾa,k u s 'k/k a ɾ a,,constenla2005,1074,,^ k u s 'k a ɾ a $,CentralTunebo,
Bari-109_leg-1,,Bari,109_leg,binĩ,binĩ,b i n ĩ,,constenla2005,1075,,^ b i n ĩ $,Bari,
LencaSalvador-95_flea-1,,LencaSalvador,95_flea,tem,tem,t e m,,constenla2005,1076,,^ t e m $,LencaSalvador,a
LencaHonduras-95_flea-1,,LencaHonduras,95_flea,tem,tem,t e m,,constenla2005,1076,,^ t e m $,LencaHonduras,a
Cacaopera-95_flea-1,,Cacaopera,95_flea,ru,ru,r u,,constenla2005,1077,,^ r u $,Cacaopera,
Mayangna-95_flea-1,,Mayangna,95_flea,u:bak,u:bak,uː b a k,,constenla2005,1078,,^ u: b a k $,Mayangna,b
Ulwa-95_flea-1,,Ulwa,95_flea,u:bak,u:bak,uː b a k,,constenla2005,1078,,^ u: b a k $,Ulwa,b
Miskito-95_flea-1,,Miskito,95_flea,kũa,kũa,k ũ a,,constenla2005,1078,,^ k ũ a $,Miskito,b
Pech-95_flea-1,,Pech,95_flea,ù:,ù:,ùː/uː,,constenla2005,1078,,^ ù: $,Pech,b
Rama-95_flea-1,,Rama,95_flea,kuŋ,kuŋ,k u ŋ,,constenla2005,1078,,^ k u ŋ $,Rama,b
MalekuJaika-95_flea-1,,MalekuJaika,95_flea,ku:,ku:,k uː,,constenla2005,1078,,^ k u: $,MalekuJaika,b
Boruca-95_flea-1,,Boruca,95_flea,kuá,kuá,k u á/a,,constenla2005,1078,,^ k u á $,Boruca,b
Bribri-95_flea-1,,Bribri,95_flea,kṹ,kṹ,k ṹ/ũ,,constenla2005,1078,,^ k ṹ $,Bribri,b
Cabecar-95_flea-1,,Cabecar,95_flea,kṹ,kṹ,k ṹ/ũ,,constenla2005,1078,,^ k ṹ $,Cabecar,b
Teribe-95_flea-1,,Teribe,95_flea,kʰṹŋ,kʰṹŋ,kʰ ṹ/ũ ŋ,,constenla2005,1078,,^ kʰ ṹ ŋ $,Teribe,b
Ngabere-95_flea-1,,Ngabere,95_flea,kɯ̃,kɯ̃,k ɯ̃,,constenla2005,1078,,^ k ɯ̃ $,Ngabere,b
Buglere-95_flea-1,,Buglere,95_flea,kũ,kũ,k ũ,,constenla2005,1078,,^ k ũ $,Buglere,b
Dorasque-95_flea-1,,Dorasque,95_flea,kũ,kũ,k ũ,,constenla2005,1078,,^ k ũ $,Dorasque,b
SanBlasKuna-95_flea-1,,SanBlasKuna,95_flea,ku:,ku:,k uː,,constenla2005,1078,,^ k u: $,SanBlasKuna,b
Cogui-95_flea-1,,Cogui,95_flea,ku'i,ku'i,k u 'i/i,,constenla2005,1078,,^ k u 'i $,Cogui,b
Arhuaco-95_flea-1,,Arhuaco,95_flea,ku,ku,k u,,constenla2005,1078,,^ k u $,Arhuaco,b
Malayo-95_flea-1,,Malayo,95_flea,sanze,sanze,s a n z e,,constenla2005,1079,,^ s a n z e $,Malayo,
Chimila-95_flea-1,,Chimila,95_flea,ku:,ku:,k uː,,constenla2005,1078,,^ k u: $,Chimila,b
Chibcha-95_flea-1,,Chibcha,95_flea,kue,kue,k u e,,constenla2005,1078,,^ k u e $,Chibcha,b
CentralTunebo-95_flea-1,,CentralTunebo,95_flea,'kuɾia,'kuɾia,'k/k u ɾ i a,,constenla2005,1078,,^ 'k u ɾ i a $,CentralTunebo,b
Bari-95_flea-1,,Bari,95_flea,ku,ku,k u,,constenla2005,1078,,^ k u $,Bari,b
LencaSalvador-50_feather-1,,LencaSalvador,50_feather,ʃumah,ʃumah,ʃ u m a h,,constenla2005,1080,,^ ʃ u m a h $,LencaSalvador,a
LencaHonduras-50_feather-1,,LencaHonduras,50_feather,suk,suk,s u k,,constenla2005,1080,,^ s u k $,LencaHonduras,a
Cacaopera-50_feather-1,,Cacaopera,50_feather,diju,diju,d i j u,,constenla2005,1081,,^ d i j u $,Cacaopera,
Mayangna-50_feather-1,,Mayangna,50_feather,butu,butu,b u t u,,constenla2005,1082,,^ b u t u $,Mayangna,b
Ulwa-50_feather-1,,Ulwa,50_feather,butu,butu,b u t u,,constenla2005,1082,,^ b u t u $,Ulwa,b
Miskito-50_feather-1,,Miskito,50_feather,taja,taja,t a j a,,constenla2005,1083,,^ t a j a $,Miskito,
Pech-50_feather-1,,Pech,50_feather,ṹs,ṹs,ṹ/ũ s,,constenla2005,1084,,^ ṹ s $,Pech,
Rama-50_feather-1,,Rama,50_feather,a:bak,a:bak,aː b a k,,constenla2005,1085,,^ a: b a k $,Rama,
MalekuJaika-50_feather-1,,MalekuJaika,50_feather,i:ɬa,i:ɬa,iː ɬ a,,constenla2005,1086,,^ i: ɬ a $,MalekuJaika,
Boruca-50_feather-1,,Boruca,50_feather,ká,ká,k á/a,,constenla2005,1087,,^ k á $,Boruca,c
Bribri-50_feather-1,,Bribri,50_feather,kʊ́,kʊ́,k ʊ́/ʊ,,constenla2005,1087,,^ k ʊ́ $,Bribri,c
Cabecar-50_feather-1,,Cabecar,50_feather,kʊ́,kʊ́,k ʊ́/ʊ,,constenla2005,1087,,^ k ʊ́ $,Cabecar,c
Teribe-50_feather-1,,Teribe,50_feather,zók,zók,z ó/o k,,constenla2005,1088,,^ z ó k $,Teribe,
Ngabere-50_feather-1,,Ngabere,50_feather,kɔ,kɔ,k ɔ,,constenla2005,1087,,^ k ɔ $,Ngabere,c
Buglere-50_feather-1,,Buglere,50_feather,ga,ga,g a,,constenla2005,1087,,^ g a $,Buglere,c
Dorasque-50_feather-1,,Dorasque,50_feather,shũl,shũl,s h ũ l,,constenla2005,1080,,^ s h ũ l $,Dorasque,a
SanBlasKuna-50_feather-1,,SanBlasKuna,50_feather,apsala,apsala,a p s a l a,,constenla2005,1089,,^ a p s a l a $,SanBlasKuna,d
Cogui-50_feather-1,,Cogui,50_feather,gala,gala,g a l a,,constenla2005,1089,,^ g a l a $,Cogui,d
Arhuaco-50_feather-1,,Arhuaco,50_feather,'kwi,'kwi,'k/k w i,,constenla2005,1090,,^ 'k w i $,Arhuaco,
Malayo-50_feather-1,,Malayo,50_feather,dungɨɾa,dungɨɾa,d u n g ɨ ɾ a,,constenla2005,1089,,^ d u n g ɨ ɾ a $,Malayo,d
Chimila-50_feather-1,,Chimila,50_feather,ga:,ga:,g aː,,constenla2005,1089,,^ g a: $,Chimila,d
Chibcha-50_feather-1,,Chibcha,50_feather,ɣaka,ɣaka,ɣ a k a,,constenla2005,1091,,^ ɣ a k a $,Chibcha,
CentralTunebo-50_feather-1,,CentralTunebo,50_feather,ana'ɾa,ana'ɾa,a n 'a/a ɾ a,,constenla2005,1089,,^ a n a' ɾ a $,CentralTunebo,d
Bari-50_feather-1,,Bari,50_feather,ãtĩ,ãtĩ,ã t ĩ,,constenla2005,1092,,^ ã t ĩ $,Bari,
LencaSalvador-64_few-1,,LencaSalvador,64_few,tʃ'iNkira,tʃ'iNkira,tʃ 'i/i n k i r a,,constenla2005,1093,,^ tʃ 'i N k i r a $,LencaSalvador,a
LencaHonduras-64_few-1,,LencaHonduras,64_few,suntia,suntia,s u n t i a,,constenla2005,1094,,^ s u n t i a $,LencaHonduras,
Cacaopera-64_few-1,,Cacaopera,64_few,dambaja,dambaja,d a m b a j a,,constenla2005,1095,,^ d a m b a j a $,Cacaopera,
Mayangna-64_few-1,,Mayangna,64_few,wajaki,wajaki,w a j a k i,,constenla2005,1096,,^ w a j a k i $,Mayangna,b
Ulwa-64_few-1,,Ulwa,64_few,wajakiki,wajakiki,w a j a k i k i,,constenla2005,1096,,^ w a j a k i k i $,Ulwa,b
Miskito-64_few-1,,Miskito,64_few,ria,ria,r i a,,constenla2005,1097,,^ r i a $,Miskito,
Pech-64_few-1,,Pech,64_few,pò:kmã̀jh,pò:kmã̀jh,p òː/oː k m ã̀/ã j h,,constenla2005,1098,,^ p ò: k m ã̀ j h $,Pech,
Rama-64_few-1,,Rama,64_few,paŋsak baik,paŋsak baik,p a ŋ s a k + b a i k,,constenla2005,1099,,^ p a ŋ s a k + b a i k $,Rama,
MalekuJaika-64_few-1,,MalekuJaika,64_few,epe:me taikɬaka:,epe:me taikɬaka:,e p eː m e + t a i k ɬ a k aː,,constenla2005,1100,,^ e p e: m e + t a i k ɬ a k a: $,MalekuJaika,
Boruca-64_few-1,,Boruca,64_few,dòdʒéŋ,dòdʒéŋ,d ò/o dʒ é/e ŋ,,constenla2005,1101,,^ d ò dʒ é ŋ $,Boruca,
Bribri-64_few-1,,Bribri,64_few,uã̂uã̂d,uã̂uã̂d,u ã̂/ã u ã̂/ã d,,constenla2005,1102,,^ u ã̂ u ã̂ d $,Bribri,c
Cabecar-64_few-1,,Cabecar,64_few,hũã́hũã́dã̀ɺà,hũã́hũã́dã̀ɺà,h ũ ã́/ã h ũ ã́/ã d ã̀/ã ɺ à/a,,constenla2005,1102,,^ h ũ ã́ h ũ ã́ d ã̀ ɺ à $,Cabecar,c
Teribe-64_few-1,,Teribe,64_few,tíɾàksò,tíɾàksò,t í/i ɾ à/a k s ò/o,,constenla2005,1093,,^ t í ɾ à k s ò $,Teribe,a
Ngabere-64_few-1,,Ngabere,64_few,bɾaibe,bɾaibe,b ɾ a i b e,,constenla2005,1103,,^ b ɾ a i b e $,Ngabere,
Buglere-64_few-1,,Buglere,64_few,bedre,bedre,b e d r e,,constenla2005,1104,,^ b e d r e $,Buglere,
Dorasque-64_few-1,,Dorasque,64_few,hebbil,hebbil,h e b i l,,constenla2005,1105,,^ h e bb i l $,Dorasque,
SanBlasKuna-64_few-1,,SanBlasKuna,64_few,itʃekwa,itʃekwa,i tʃ e k w a,,constenla2005,1106,,^ i tʃ e k w a $,SanBlasKuna,
Cogui-64_few-1,,Cogui,64_few,nauan'gaba,nauan'gaba,n a u a n 'g/g a b a,,constenla2005,1107,,^ n a u a n 'g a b a $,Cogui,
Arhuaco-64_few-1,,Arhuaco,64_few,in'gɨ,in'gɨ,i n 'g/g ɨ,,constenla2005,1108,,^ i n 'g ɨ $,Arhuaco,
Malayo-64_few-1,,Malayo,64_few,'ungwɨzi,'ungwɨzi,'u/u n g w ɨ z i,,constenla2005,1102,,^ 'u n g w ɨ z i $,Malayo,c
Chimila-64_few-1,,Chimila,64_few,di:saʔaʔsu,di:saʔaʔsu,d iː s a ʔ a ʔ s u,,constenla2005,1109,,^ d i: s a ʔ a ʔ s u $,Chimila,
Chibcha-64_few-1,,Chibcha,64_few,hitʲɨkɨ,hitʲɨkɨ,h i tʲ ɨ k ɨ,,constenla2005,1110,,^ h i tʲ ɨ k ɨ $,Chibcha,
CentralTunebo-64_few-1,,CentralTunebo,64_few,'konua,'konua,'k/k o n u a,,constenla2005,1111,,^ 'k o n u a $,CentralTunebo,
Bari-64_few-1,,Bari,64_few,kobakkani.,kobakkani.,k o b a k a n i,,constenla2005,1112,,^ k o b a kk a n i . $,Bari,
LencaSalvador-85_what-1,,LencaSalvador,85_what,kas,kas,k a s,,constenla2005,1113,,^ k a s $,LencaSalvador,a
LencaHonduras-85_what-1,,LencaHonduras,85_what,kari,kari,k a r i,,constenla2005,1113,,^ k a r i $,LencaHonduras,a
Cacaopera-85_what-1,,Cacaopera,85_what,pi,pi,p i,,constenla2005,1114,,^ p i $,Cacaopera,
Mayangna-85_what-1,,Mayangna,85_what,di,di,d i,,constenla2005,1115,,^ d i $,Mayangna,b
Ulwa-85_what-1,,Ulwa,85_what,di,di,d i,,constenla2005,1115,,^ d i $,Ulwa,b
Miskito-85_what-1,,Miskito,85_what,dia,dia,d i a,,constenla2005,1115,,^ d i a $,Miskito,b
Pech-85_what-1,,Pech,85_what,ĩ́,ĩ́,ĩ́/ĩ,,constenla2005,1116,,^ ĩ́ $,Pech,c
Rama-85_what-1,,Rama,85_what,ja:kal,ja:kal,j aː k a l,,constenla2005,1116,,^ j a: k a l $,Rama,c
MalekuJaika-85_what-1,,MalekuJaika,85_what,oro:ki,oro:ki,o r oː k i,,constenla2005,1117,,^ o r o: k i $,MalekuJaika,
Boruca-85_what-1,,Boruca,85_what,í,í,í/i,,constenla2005,1116,,^ í $,Boruca,c
Bribri-85_what-1,,Bribri,85_what,í,í,í/i,,constenla2005,1116,,^ í $,Bribri,c
Cabecar-85_what-1,,Cabecar,85_what,hìdʊ́,hìdʊ́,h ì/i d ʊ́/ʊ,,constenla2005,1116,,^ h ì d ʊ́ $,Cabecar,c
Teribe-85_what-1,,Teribe,85_what,ʒɪ̀,ʒɪ̀,ʒ ɪ̀/ɪ,,constenla2005,1118,,^ ʒ ɪ̀ $,Teribe,
Ngabere-85_what-1,,Ngabere,85_what,geɾe,geɾe,g e ɾ e,,constenla2005,1119,,^ g e ɾ e $,Ngabere,
Buglere-85_what-1,,Buglere,85_what,dʒema,dʒema,dʒ e m a,,constenla2005,1116,,^ dʒ e m a $,Buglere,c
Dorasque-85_what-1,,Dorasque,85_what,ee,ee,e e,,constenla2005,1120,,^ e e $,Dorasque,
SanBlasKuna-85_what-1,,SanBlasKuna,85_what,ipi,ipi,i p i,,constenla2005,1116,,^ i p i $,SanBlasKuna,c
Cogui-85_what-1,,Cogui,85_what,hi,hi,h i,,constenla2005,1116,,^ h i $,Cogui,c
Arhuaco-85_what-1,,Arhuaco,85_what,'inɨ,'inɨ,'i/i n ɨ,,constenla2005,1116,,^ 'i n ɨ $,Arhuaco,c
Malayo-85_what-1,,Malayo,85_what,ni,ni,n i,,constenla2005,1115,,^ n i $,Malayo,b
Chimila-85_what-1,,Chimila,85_what,ki:ɾi,ki:ɾi,k iː ɾ i,,constenla2005,1121,,^ k i: ɾ i $,Chimila,
Chibcha-85_what-1,,Chibcha,85_what,ipkua,ipkua,i p k u a,,constenla2005,1116,,^ i p k u a $,Chibcha,c
CentralTunebo-85_what-1,,CentralTunebo,85_what,'ikuɾ,'ikuɾ,'i/i k u ɾ,,constenla2005,1116,,^ 'i k u ɾ $,CentralTunebo,c
Bari-85_what-1,,Bari,85_what,aibi,aibi,a i b i,,constenla2005,1122,,^ a i b i $,Bari,
LencaSalvador-97_laugh-1,,LencaSalvador,97_laugh,jolo,jolo,j o l o,,constenla2005,1123,,^ j o l o $,LencaSalvador,a
LencaHonduras-97_laugh-1,,LencaHonduras,97_laugh,jol,jol,j o l,,constenla2005,1123,,^ j o l $,LencaHonduras,a
Cacaopera-97_laugh-1,,Cacaopera,97_laugh,isnawa,isnawa,i s n a w a,,constenla2005,1124,,^ i s n a w a $,Cacaopera,
Mayangna-97_laugh-1,,Mayangna,97_laugh,aɾa,aɾa,a ɾ a,,constenla2005,1125,,^ a ɾ a $,Mayangna,b
Ulwa-97_laugh-1,,Ulwa,97_laugh,kawaɾa,kawaɾa,k a w a ɾ a,,constenla2005,1125,,^ k a w a ɾ a $,Ulwa,b
Miskito-97_laugh-1,,Miskito,97_laugh,kik,kik,k i k,,constenla2005,1126,,^ k i k $,Miskito,
Pech-97_laugh-1,,Pech,97_laugh,aɾkõ̀h,aɾkõ̀h,a ɾ k õ̀/õ h,,constenla2005,1125,,^ a ɾ k õ̀ h $,Pech,b
Rama-97_laugh-1,,Rama,97_laugh,kulk,kulk,k u l k,,constenla2005,1127,,^ k u l k $,Rama,
MalekuJaika-97_laugh-1,,MalekuJaika,97_laugh,oi:,oi:,o iː,,constenla2005,1128,,^ o i: $,MalekuJaika,c
Boruca-97_laugh-1,,Boruca,97_laugh,ʃìt,ʃìt,ʃ ì/i t,,constenla2005,1129,,^ ʃ ì t $,Boruca,ch
Bribri-97_laugh-1,,Bribri,97_laugh,adʒĩ,adʒĩ,a dʒ ĩ,,constenla2005,1128,,^ a dʒ ĩ $,Bribri,c
Cabecar-97_laugh-1,,Cabecar,97_laugh,hadʒẽ,hadʒẽ,h a dʒ ẽ,,constenla2005,1128,,^ h a dʒ ẽ $,Cabecar,c
Teribe-97_laugh-1,,Teribe,97_laugh,háɾ,háɾ,h á/a ɾ,,constenla2005,1130,,^ h á ɾ $,Teribe,
Ngabere-97_laugh-1,,Ngabere,97_laugh,kɯdɯ,kɯdɯ,k ɯ d ɯ,,constenla2005,1131,,^ k ɯ d ɯ $,Ngabere,
Buglere-97_laugh-1,,Buglere,97_laugh,gidate,gidate,g i d a t e,,constenla2005,1132,,^ g i d a t e $,Buglere,
Dorasque-97_laugh-1,,Dorasque,97_laugh,"ayig, ahiása",ayig,a j i g,,constenla2005,1128,,^ a y i g $,Dorasque,c
Dorasque-97_laugh-2,,Dorasque,97_laugh,"ayig, ahiása",ahiása,a h i á/a s a,,constenla2005,1128,,^ a h i á s a $,Dorasque,c
SanBlasKuna-97_laugh-1,,SanBlasKuna,97_laugh,all,all,a ʎ,,constenla2005,1125,,^ a ll $,SanBlasKuna,b
Cogui-97_laugh-1,,Cogui,97_laugh,'ʃimihĩ,'ʃimihĩ,'ʃ/ʃ i m i h ĩ,,constenla2005,1133,,^ 'ʃ i m i h ĩ $,Cogui,d
Arhuaco-97_laugh-1,,Arhuaco,97_laugh,'sem,'sem,'s/s e m,,constenla2005,1133,,^ 's e m $,Arhuaco,d
Malayo-97_laugh-1,,Malayo,97_laugh,ʒiʃim,ʒiʃim,ʒ i ʃ i m,,constenla2005,1133,,^ ʒ i ʃ i m $,Malayo,d
Chimila-97_laugh-1,,Chimila,97_laugh,ha:ɾa,ha:ɾa,h aː ɾ a,,constenla2005,1125,,^ h a: ɾ a $,Chimila,b
Chibcha-97_laugh-1,,Chibcha,97_laugh,ɣɨua,ɣɨua,ɣ ɨ u a,,constenla2005,1134,,^ ɣ ɨ u a $,Chibcha,
CentralTunebo-97_laugh-1,,CentralTunebo,97_laugh,si'si,si'si,s i 's/s i,,constenla2005,1129,,^ s i 's i $,CentralTunebo,ch
Bari-97_laugh-1,,Bari,97_laugh,an,an,a n,,constenla2005,1125,,^ a n $,Bari,b
LencaSalvador-16_red-1,,LencaSalvador,16_red,wesaN,wesaN,w e s a n,,constenla2005,1135,,^ w e s a N $,LencaSalvador,
LencaHonduras-16_red-1,,LencaHonduras,16_red,sewla,sewla,s e w l a,,constenla2005,1136,,^ s e w l a $,LencaHonduras,a
Cacaopera-16_red-1,,Cacaopera,16_red,lala,lala,l a l a,,constenla2005,1137,,^ l a l a $,Cacaopera,
Mayangna-16_red-1,,Mayangna,16_red,pawni,pawni,p a w n i,,constenla2005,1138,,^ p a w n i $,Mayangna,b
Ulwa-16_red-1,,Ulwa,16_red,pawka,pawka,p a w k a,,constenla2005,1138,,^ p a w k a $,Ulwa,b
Miskito-16_red-1,,Miskito,16_red,pawni,pawni,p a w n i,,constenla2005,1138,,^ p a w n i $,Miskito,b
Pech-16_red-1,,Pech,16_red,pã́wã̀,pã́wã̀,p ã́/ã w ã̀/ã,,constenla2005,1138,,^ p ã́ w ã̀ $,Pech,b
Rama-16_red-1,,Rama,16_red,sa:la,sa:la,s aː l a,,constenla2005,1136,,^ s a: l a $,Rama,a
MalekuJaika-16_red-1,,MalekuJaika,16_red,kata:ɬiŋ iŋa:,kata:ɬiŋ iŋa:,k a t aː ɬ i ŋ + i ŋ aː,,constenla2005,1139,,^ k a t a: ɬ i ŋ + i ŋ a: $,MalekuJaika,
Boruca-16_red-1,,Boruca,16_red,dɾùbát,dɾùbát,d ɾ ù/u b á/a t,,constenla2005,1140,,^ d ɾ ù b á t $,Boruca,
Bribri-16_red-1,,Bribri,16_red,bã̌tk,bã̌tk,b ã̌/ã t k,,constenla2005,1141,,^ b ã̌ t k $,Bribri,
Cabecar-16_red-1,,Cabecar,16_red,batsɪ́,batsɪ́,b a t s ɪ́/ɪ,,constenla2005,1142,,^ b a t s ɪ́ $,Cabecar,
Teribe-16_red-1,,Teribe,16_red,sɾɪ̀ɾɪ́n,sɾɪ̀ɾɪ́n,s ɾ ɪ̀/ɪ ɾ ɪ́/ɪ n,,constenla2005,1143,,^ s ɾ ɪ̀ ɾ ɪ́ n $,Teribe,
Ngabere-16_red-1,,Ngabere,16_red,tãĩ,tãĩ,t ã ĩ,,constenla2005,1144,,^ t ã ĩ $,Ngabere,
Buglere-16_red-1,,Buglere,16_red,dabeɾe,dabeɾe,d a b e ɾ e,,constenla2005,1145,,^ d a b e ɾ e $,Buglere,
Dorasque-16_red-1,,Dorasque,16_red,kol,kol,k o l,,constenla2005,1146,,^ k o l $,Dorasque,
SanBlasKuna-16_red-1,,SanBlasKuna,16_red,kinnitti,kinnitti,k i n i t i,,constenla2005,1147,,^ k i nn i tt i $,SanBlasKuna,
Cogui-16_red-1,,Cogui,16_red,atsuʃi,atsuʃi,a t s u ʃ i,,constenla2005,1148,,^ a t s u ʃ i $,Cogui,
Arhuaco-16_red-1,,Arhuaco,16_red,ziʔ,ziʔ,z i ʔ,,constenla2005,1149,,^ z i ʔ $,Arhuaco,c
Malayo-16_red-1,,Malayo,16_red,ɨnzisi,ɨnzisi,ɨ n z i s i,,constenla2005,1149,,^ ɨ n z i s i $,Malayo,c
Chimila-16_red-1,,Chimila,16_red,kɾo:,kɾo:,k ɾ oː,,constenla2005,1150,,^ k ɾ o: $,Chimila,
Chibcha-16_red-1,,Chibcha,16_red,hiiso,hiiso,h i i s o,,constenla2005,1151,,^ h i i s o $,Chibcha,
CentralTunebo-16_red-1,,CentralTunebo,16_red,bu'wajɾo,bu'wajɾo,b u 'w/w a j ɾ o,,constenla2005,1152,,^ b u 'w a j ɾ o $,CentralTunebo,
Bari-16_red-1,,Bari,16_red,tukdaɲou,tukdaɲou,t u k d a ɲ o u,,constenla2005,1153,,^ t u k d a ɲ o u $,Bari,
LencaSalvador-71_clothes-1,,LencaSalvador,71_clothes,lamtara,lamtara,l a m t a r a,,constenla2005,1154,,^ l a m t a r a $,LencaSalvador,
LencaHonduras-71_clothes-1,,LencaHonduras,71_clothes,loronina,loronina,l o r o n i n a,,constenla2005,1155,,^ l o r o n i n a $,LencaHonduras,
Cacaopera-71_clothes-1,,Cacaopera,71_clothes,siwa,siwa,s i w a,,constenla2005,1156,,^ s i w a $,Cacaopera,a
Mayangna-71_clothes-1,,Mayangna,71_clothes,asna,asna,a s n a,,constenla2005,1157,,^ a s n a $,Mayangna,b
Ulwa-71_clothes-1,,Ulwa,71_clothes,asna,asna,a s n a,,constenla2005,1157,,^ a s n a $,Ulwa,b
Miskito-71_clothes-1,,Miskito,71_clothes,kwala,kwala,k w a l a,,constenla2005,1158,,^ k w a l a $,Miskito,
Pech-71_clothes-1,,Pech,71_clothes,tùnùk,tùnùk,t ù/u n ù/u k,,constenla2005,1159,,^ t ù n ù k $,Pech,
Rama-71_clothes-1,,Rama,71_clothes,kalma,kalma,k a l m a,,constenla2005,1160,,^ k a l m a $,Rama,
MalekuJaika-71_clothes-1,,MalekuJaika,71_clothes,tio:ka,tio:ka,t i oː k a,,constenla2005,1161,,^ t i o: k a $,MalekuJaika,
Boruca-71_clothes-1,,Boruca,71_clothes,kúʔʃì,kúʔʃì,k ú/u ʔ ʃ ì/i,,constenla2005,1162,,^ k ú ʔ ʃ ì $,Boruca,
